Dışa Aktarım Tarihi:,21.08.2026 08:51:06
Toplam Kayıt Sayısı:,1057

Fon Kodu,Fon Adı,Şemsiye Fon Türü,Fonun Risk Değeri,1 Ay (%),3 Ay (%),6 Ay (%),Yılbaşından İtibaren (%),1 Yıl (%),3 Yıl (%),5 Yıl (%)
ST1,STRATEJİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"","1,5931","-3,0736","-2,612","16,1474","2,973","48,8801","940,2064"
STI,ATLAS PORTFÖY SENTİMENT SERBEST FON,Serbest Şemsiye Fonu,6,"4,2746","1,9803","12,3448","24,8766","5,7833","",""
SUA,ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,3,"3,7528","9,3798","17,7832","24,0096","50,9308","245,8734","649,7178"
SUB,ÜNLÜ PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"0,6231","1,1853","2,2396","15,4265","26,3331","128,5945","797,8016"
SUC,ÜNLÜ PORTFÖY ÜÇÜNCÜ DEĞIŞKEN FON,Değişken Şemsiye Fonu,5,"5,1496","6,159","21,6459","25,7537","52,066","225,9204","724,8357"
SUR,EMAA BLUE PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,5875","-0,8678","-3,7441","15,9253","","",""
SVB,STRATEJİ PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"0,6984","3,0385","3,7855","16,3746","27,9722","192,8632",""
TAL,ATLAS PORTFÖY ALTIN KATILIM FONU,Kıymetli Madenler Şemsiye Fonu,6,"13,2986","2,3474","-8,2769","8,9808","47,4477","",""
TAR,AK PORTFÖY TARIM VE GIDA TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"0,8366","12,0503","10,2451","23,9484","22,0019","71,0874",""
TAU,İŞ PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,7,"-1,1874","-4,4434","-19,291","-3,2155","-1,2209","141,4064","1199,5073"
TBT,TEB PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,3,"4,3051","10,6412","3,654","3,9425","19,1935","76,2117","132,6026"
TBV,İŞ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,1,"3,36","10,2666","20,2949","26,84","46,3526","237,9707","398,7872"
TCA,ZİRAAT PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,6,"12,7924","1,8335","-10,7348","-1,0224","40,029","258,6841","1141,2498"
TCB,TACİRLER PORTFÖY PARA PİYASASI FONU,Para Piyasası Şemsiye Fonu,2,"3,4267","10,4107","20,809","27,2549","47,0112","254,6925","379,6948"
TCC,TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON,Serbest Şemsiye Fonu,6,"8,2426","6,1075","20,5825","18,9564","27,4671","123,9584","608,2918"
TCD,TACİRLER PORTFÖY DEĞIŞKEN FON,Değişken Şemsiye Fonu,6,"2,2234","5,0578","12,8264","31,6116","37,2445","91,6042","959,4665"
TCF,TEB PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,3,"0,00","0,00","0,00","0,00","0,00","0,00",""
TDG,İŞ PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,"","1,6145","4,9946","9,5836","12,0644","18,9403","95,5571","449,9844"
TE3,TEB PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,4,"5,0037","6,0396","13,3131","30,909","51,2084","236,0222","547,5048"
TE4,TEB PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,3,"3,4072","9,5642","19,627","27,2904","48,6818","188,9782","498,052"
TEJ,AZİMUT PORTFÖY TEKNOLOJİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"6,0322","11,5838","40,3471","46,9478","71,3515","",""
TFF,TEB PORTFÖY AMERİKA TEKNOLOJİ YABANCI BYF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"4,7143","9,5425","38,0551","35,4778","52,867","231,5653","788,0157"
TFU,İŞ PORTFÖY TÜFEYE ENDEKSLİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,4,"1,9472","8,2086","21,9206","25,0528","","",""
TGA,GARANTİ PORTFÖY AGRESİF DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"2,05","4,3484","6,4385","20,3282","25,1654","164,2201","1101,6175"
TGE,İŞ PORTFÖY EMTİA YABANCI BYF FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"6,6224","0,7362","24,5485","35,9945","65,452","157,6133","786,6446"
TGR,AK PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"4,5895","13,5616","5,867","11,1974","8,0038","108,2873","693,6202"
THD,TRIVE PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-0,06","-1,3962","1,233","24,0946","25,0885","117,1969",""
THF,TERA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,"","17,5152","17,3041","32,4838","56,6314","90,1409","",""
THT,TRİVE PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"12,8098","-8,3969","-12,9121","6,7571","-1,6094","",""
THV,ATA PORTFÖY BARBAROS HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
TI2,İŞ PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-0,2334","-1,3094","-3,4416","15,1953","15,6187","145,3757","1529,0679"
TI3,İŞ PORTFÖY İŞ BANKASI İŞTİRAKLERİ ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,7,"-5,2739","-6,5393","-11,4312","4,5232","-0,0144","62,7524","996,1819"
TI4,İŞ PORTFÖY TEMKİNLİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,2,"2,8735","8,547","13,5376","16,5526","38,4615","216,9117","560,1795"
TI6,İŞ PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,4,"3,7554","9,6503","8,6016","11,4454","29,4935","141,5119","318,3225"
TI7,İŞ PORTFÖY DENGELİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,4,"3,1362","7,9398","7,6059","11,8081","32,0827","141,2307","588,1363"
TIE,İŞ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"2,5924","3,4302","7,807","35,3432","35,5185","119,5525","980,6477"
TIL,İŞ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-0,6085","0,8523","11,3948","28,8684","","",""
TJF,TEB PORTFÖY SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
TJI,TEB PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,4,"0,00","0,00","0,00","0,00","0,00","0,00",""
TJT,TEB PORTFÖY ALTINCI SERBEST (DÖVİZ-AVRO) FON,Serbest Şemsiye Fonu,"","4,0881","8,0182","9,3791","13,0915","23,0698","129,3237",""
TKF,TACİRLER PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"1,7271","6,7316","8,6796","28,4415","31,0993","125,4919","923,1609"
TLE,AURA PORTFÖY YABANCI BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,5,"1,7044","6,146","12,4022","18,7234","28,1789","143,7574","637,957"
TLH,AURA PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,7,"-4,4399","-8,2518","-10,047","12,5256","13,9828","95,6288","1203,4665"
TLK,AKTİF PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,"3,3113","10,1856","20,2867","26,49","45,6316","",""
TLV,TERA PORTFÖY PARA PİYASASI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,"3,4749","10,4147","22,3241","29,8406","","",""
TLY,TERA PORTFÖY BİRİNCİ SERBEST FON,Serbest Şemsiye Fonu,7,"18,0368","60,6471","142,9943","198,9306","684,0165","68209,0679","617539,7908"
TLZ,ATA PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"4,9889","5,8908","21,1358","41,0632","49,8723","124,1512","1271,7813"
TMC,İŞ PORTFÖY TEMA DEĞİŞKEN FON,Değişken Şemsiye Fonu,4,"1,092","9,1397","10,5332","15,4784","28,2935","159,4694","441,4924"
TMG,İŞ PORTFÖY YABANCI HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,"","5,3293","8,7795","24,1857","24,7986","49,9208","217,3622","870,8798"
TMM,TERA PORTFÖY İKİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,6,"3,6524","8,5426","16,9304","20,9213","28,3203","207,9783",""
TMU,AZİMUT PORTFÖY TEMKİNLİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,2,"2,8673","7,6359","16,1962","25,0356","","",""
TMZ,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK VE TARIM FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,5,"2,7547","5,5884","15,7788","23,389","33,8963","",""
TND,İŞ PORTFÖY TTF TENİSE DESTEK DEĞİŞKEN FON,Değişken Şemsiye Fonu,2,"3,3104","10,0586","20,3649","26,5903","45,4421","",""
TOT,TEB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,1,"3,2852","9,9681","20,1607","26,7537","45,5786","231,6169","371,2581"
TP2,TERA PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,2,"4,1065","12,5388","25,7427","34,486","60,3009","",""
TPC,TEB PORTFÖY KIYMETLİ MADENLER FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
TPF,TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,3,"3,2494","9,9749","21,5107","27,5814","46,6249","165,6225","356,9673"
TPJ,TEB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,3248","7,5247","11,0997","13,8516","24,1667","124,5973","643,8566"
TPL,TEB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
TPP,TEB PORTFÖY PUSULA SERBEST FON,Serbest Şemsiye Fonu,"","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
TPV,AURA PORTFÖY İKİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,4,"-0,1857","4,8063","3,4442","3,3181","6,5945","117,536","347,8558"
TPZ,TEB PORTFÖY KİRA SERTİFİKALARI (DÖVİZ) KATILIM FONU,Katılım Şemsiye Fonu,6,"2,1584","6,6836","11,9054","15,045","24,8771","126,6838","673,2944"
TRJ,TERA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,"","3,971","12,3573","27,4823","36,0282","63,5198","",""
TRO,TRIVE PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,6,"11,8354","4,3612","-5,7762","12,6135","56,1559","",""
TRU,TERA PORTFÖY KATILIM SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,2379","5,8633","13,1328","16,3263","23,3037","",""
TTA,İŞ PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,6,"12,4321","4,1831","-8,7117","3,7073","45,4322","255,7255","1118,5525"
TTE,İŞ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,7,"5,3295","12,6099","48,0275","75,9615","72,9147","293,7578","1169,4465"
TTL,TACİRLER PORTFÖY KARTOPU SERBEST FON,Serbest Şemsiye Fonu,7,"0,5419","2,8275","11,2035","29,0667","34,6684","362,9499","1812,7253"
TTV,TACİRLER PORTFÖY VEGA SERBEST (TL)  FON,Serbest Şemsiye Fonu,2,"2,108","9,4756","19,5507","24,6662","41,9051","254,6174","597,9129"
TUA,TEB PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,6,"13,2325","4,2171","-6,5547","10,7608","51,7727","298,016","1210,0616"
TVE,EMAA BLUE PORTFÖY TARIM VE GIDA SEKTÖRÜ KATILIM FONU,Katılım Şemsiye Fonu,6,"-0,4007","-4,0892","2,9446","15,7639","","",""
TVN,TRIVE PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,6,"5,3041","14,3408","22,1976","31,0292","57,1277","184,1385",""
TYH,TEB PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"1,8944","2,0079","-3,7619","18,1117","20,2747","114,8241","1289,9969"
TZD,ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"1,5205","6,3479","6,6085","22,9928","24,568","92,431","1045,1206"
TZT,ZİRAAT PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,3,"3,109","9,4729","10,7659","14,8805","34,9066","163,1761","385,3873"
ULH,ÜNLÜ PORTFÖY ONUNCU SERBEST FON,Serbest Şemsiye Fonu,7,"0,0579","-0,5374","9,056","14,4704","31,1025","210,0414",""
UNT,İŞ PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"3,3396","10,2457","20,8306","27,1669","46,7431","",""
UP1,ÜNLÜ PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,6,"12,001","4,7365","-5,5808","10,4898","58,1896","305,9429",""
UP2,ÜNLÜ PORTFÖY PARA PİYASASI SERBEST FON,Serbest Şemsiye Fonu,2,"3,3748","10,468","21,1016","27,5824","47,2004","259,2386",""
UPD,ÜNLÜ PORTFÖY DÖRDÜNCÜ SERBEST (DÖVIZ) FON,Serbest Şemsiye Fonu,6,"2,8092","6,9633","10,6282","13,9443","26,137","109,0879","590,7327"
UPH,ÜNLÜ PORTFÖY HİSSE SENEDİ (TL) FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-0,3052","-0,425","-0,4896","20,6941","21,3971","111,827","1101,2148"
UPP,ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU,Para Piyasası Şemsiye Fonu,1,"3,3942","10,206","20,6851","27,159","46,8022","254,168","431,515"
URA,ATA PORTFÖY ENERJİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"8,6952","-0,8434","3,243","24,0653","57,5545","",""
USY,ÜNLÜ PORTFÖY DEĞER YATIRIMLARI SERBEST FON,Serbest Şemsiye Fonu,6,"3,6847","8,7916","15,6935","20,2405","53,1717","165,1554","968,7134"
VAY,AK PORTFÖY DEĞER ODAKLI 100 ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,5,"0,1469","1,6894","-3,7447","13,1838","11,0919","",""
VCY,AK PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"2,1134","2,9053","14,1852","24,4699","46,2096","103,6919",""
VFK,ZİRAAT PORTFÖY İKİNCİ KISA VADELİ KİRA SERTİFİKALARI KATILIM (TL) FONU,Katılım Şemsiye Fonu,1,"3,2044","9,7705","19,3288","25,3506","43,7557","219,7062","369,9342"
VFO,V PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,6,"0,00","","","","","",""
VHS,VAKIF KATILIM PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"-1,938","","","","","",""
VKK,VAKIF KATILIM PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Şemsiye Fonu,2,"3,2593","","","","","",""
VKV,VAKIF KATILIM PORTFÖY KISA VADELİ KİRA SERTİFİKALARI KATILIM FONU,Katılım Şemsiye Fonu,2,"3,2757","","","","","",""
VLT,VAKIF KATILIM PORTFÖY ALTIN KATILIM FONU,Katılım Şemsiye Fonu,6,"12,4465","","","","","",""
VMV,VEGA PORTFÖY MAVİ SERBEST FON,Serbest Şemsiye Fonu,2,"3,3807","10,3573","20,8964","27,7854","47,7564","",""
VNK,VEGA PORTFÖY ANKA SERBEST FON,Serbest Şemsiye Fonu,3,"3,1887","3,7218","8,3531","17,3423","41,9718","",""
VPA,VAKIF KATILIM PORTFÖY PARA PİYASASI KATILIM FONU,Katılım Şemsiye Fonu,1,"3,2926","10,2982","","","","",""
VPP,VEGA PORTFÖY PARLA SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,6,"3,692","9,4804","19,4125","","","",""
VPS,VEGA PORTFÖY SALUR HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"-24,7616","-35,1662","-26,8159","","","",""
VRK,DENİZ PORTFÖY ÇOKLU VARLIK KATILIM FONU,Katılım Şemsiye Fonu,4,"4,7713","7,0992","12,7533","23,6014","","",""
YAC,YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
YAE,YAPI KREDİ PORTFÖY TLREF'E ENDEKSLİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,2,"3,4191","9,3305","","","","",""
YAK,YAPI KREDİ PORTFÖY KARMA FON,Karma Şemsiye Fonu,5,"3,1045","7,9898","10,1272","21,5209","34,3103","141,9268","645,8899"
YAN,YAPI KREDİ PORTFÖY BİRİNCİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,4,"0,00","0,00","0,00","0,00","0,00","0,00","0,00"
YAS,YAPI KREDİ PORTFÖY KOÇ HOLDİNG İŞTİRAK VE HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"3,6445","4,7241","-1,9906","13,1524","9,3127","55,7005","774,1805"
YAY,YAPI KREDİ PORTFÖY YABANCI TEKNOLOJİ SEKTÖRÜ HİSSE SENEDİ FONU,Hisse Senedi Şemsiye Fonu,7,"4,3642","8,2793","41,0154","42,1727","81,556","289,5822","935,8765"
YBE,YAPI KREDİ PORTFÖY EUROBOND (DOLAR) BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,5,"2,3651","8,5098","10,7793","14,1689","26,2749","135,6862","622,6663"
YBH,YAPI KREDİ PORTFÖY 5-15 YIL VADELİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,4947","9,052","10,2824","13,044","25,3528","",""
YBR,İŞ PORTFÖY YİRMİBİRİNCİ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","2,4323","7,7853","10,2405","15,0611","26,3962","",""
YBS,YAPI KREDİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,1,"3,3051","10,1757","20,5227","26,922","46,7969","228,3619","400,361"
YCK,YAPI KREDİ PORTFÖY CİHANGİR SERBEST FON,Serbest Şemsiye Fonu,6,"6,3153","7,5051","20,7664","34,227","41,8272","162,0943","320,1109"
YCP,YAPI KREDİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,7,"-1,2896","-4,5471","-19,9464","-4,1901","-1,9832","124,0077",""
YCY,İSTANBUL PORTFÖY KATILIM FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,2,"0,00","0,00","0,00","0,00","0,00","0,00",""
YDI,YAPI KREDİ PORTFÖY MODEL PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"5,2013","8,5581","4,522","23,6957","25,1165","115,3022","1103,6046"
YDP,YAPI KREDİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"7,1011","10,4132","14,2995","36,7221","45,9246","",""
YEF,YAPI KREDİ PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"4,2829","5,6897","9,94","36,8039","37,6963","137,7406","1092,9666"
YFV,YAPI KREDİ PORTFÖY KİRA SERTİFİKALARI KATILIM FONU,Katılım Şemsiye Fonu,2,"2,4474","7,0827","14,8813","21,249","39,1323","190,4751","398,3743"
YGM,YAPI KREDİ PORTFÖY EMTİA SERBEST FON,Serbest Şemsiye Fonu,6,"8,3547","2,3895","13,0425","20,5033","44,2771","138,0754",""
YHB,YAPI KREDİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"10,1202","10,6174","16,8049","38,6971","35,3821","",""
YHI,YAPI KREDİ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,6,"-1,70","1,2367","7,0149","22,4655","23,8399","",""
YHK,YAPI KREDİ PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"3,4375","8,9453","26,3464","57,8627","68,2654","",""
YHP,YAPI KREDİ PORTFÖY KADIKÖY SERBEST FON,Serbest Şemsiye Fonu,5,"4,4833","11,8791","13,2996","31,902","47,4351","207,1475","330,4915"
YHS,YAPI KREDİ PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"4,9022","5,8076","4,7044","27,9777","27,5081","131,0754","1128,6904"
YHT,YAPI KREDİ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,Borçlanma Araçları Şemsiye Fonu,1,"3,2505","9,5899","18,4273","24,7593","44,3579","229,5999","363,1235"
YHZ,YAPI KREDİ PORTFÖY BIST TEKNOLOJİ AĞIRLIK SINIRLAMALI ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"9,6802","15,779","48,4333","73,3842","76,5464","326,1803","1054,6999"
YIK,YAPI KREDİ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,Serbest Şemsiye Fonu,2,"3,3586","10,3134","20,9734","27,4526","47,4115","",""
YIT,GARANTİ PORTFÖY YARI İLETKEN TEKNOLOJİLERİ DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"0,00","0,00","0,00","0,00","0,00","",""
YJH,YAPI KREDİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FONU,Değişken Şemsiye Fonu,4,"1,0376","-1,2769","9,4719","22,8265","40,3552","91,2321",""
YJK,YAPI KREDİ PORTFÖY ROBOTİK VE YARI İLETKEN TEKNOLOJİLERİ FON SEPETİ FONU,Fon Sepeti Şemsiye Fonu,5,"0,00","0,00","0,00","0,00","0,00","0,00",""
YJY,YAPI KREDİ PORTFÖY YENİKÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","1,9705","6,2111","11,5928","14,3717","21,6413","102,5883","570,4287"
YKS,YAPI KREDİ PORTFÖY İSTANBUL SERBEST FON,Serbest Şemsiye Fonu,4,"3,5615","8,9704","16,0195","19,9021","39,312","181,8771","630,6768"
YKT,YAPI KREDİ PORTFÖY ALTIN FONU,Kıymetli Madenler Şemsiye Fonu,6,"13,2004","4,7358","-6,2262","11,6188","51,7863","299,8578","1232,8829"
YLC,ATA PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"1,5949","6,7593","11,6038","30,6062","35,8841","88,878",""
YLE,YAPI KREDİ PORTFÖY BIST SÜRDÜRÜLEBİLİRLİK ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"3,2391","4,663","4,3652","26,1513","24,1427","128,3005",""
YLO,YAPI KREDİ PORTFÖY ELEKTRİKLİ ARAÇLAR DEĞİŞKEN FON,Değişken Şemsiye Fonu,6,"0,6809","3,6774","19,1099","30,6968","58,8814","190,8263",""
YLY,YAPI KREDİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),Hisse Senedi Şemsiye Fonu,6,"0,2147","-4,4537","-6,2554","10,7563","10,9371","53,4079",""
YMD,YAPI KREDİ PORTFÖY MASLAK SERBEST (DÖVİZ- ABD DOLARI) FON,Serbest Şemsiye Fonu,"","1,9327","6,203","11,5793","14,2238","21,6734","103,3566",""
YMH,YAPI KREDİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),Serbest Şemsiye Fonu,2,"2,8076","8,3187","16,012","20,8584","34,3554","",""
YNK,YAPI KREDİ PORTFÖY NİŞANTAŞI KAR PAYI ÖDEYEN SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","0,6295","5,4329","7,1895","9,1321","15,5525","81,2592",""
YOT,YAPI KREDİ PORTFÖY BORÇLANMA ARAÇLARI FONU,Borçlanma Araçları Şemsiye Fonu,4,"4,1259","11,0717","12,2844","16,2081","34,3203","154,0228","367,9761"
YOZ,DENİZ PORTFÖY YAKAMOZ SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,3,"2,0337","6,37","12,0423","14,9823","","",""
YP4,YAPI KREDİ PORTFÖY FERİKÖY SERBEST (DÖVİZ) FON,Serbest Şemsiye Fonu,"","1,9572","6,1355","11,4009","14,0933","21,2489","97,5593",""
YPC,YAPI KREDİ PORTFÖY SÜRDÜRÜLEBİLİRLİK DEĞİŞKEN FON,Değişken Şemsiye Fonu,5,"1,9445","7,6578","20,0869","29,1901","42,3941","178,5627",""
